trade_id,signal_id,signal_type,entry_date,exit_date,direction,entry_price,exit_price,lots,lot_size,notional_entry,notional_exit,gross_pnl,costs,net_pnl,net_pnl_pct,equity_before,equity_after,exit_reason,days_held,regime,vix_at_entry,adx_at_entry,rsi_at_entry,overlay_modifier,overlay_detail,conviction_score,day_of_week,month,year,max_favorable,max_adverse,is_synthetic,structural_confidence,structural_strength
90,GUJRAL_DRY_8,DAILY,2016-12-30,2017-01-30,LONG,8185.8,8632.75,1,75,613935,647456,33521,410,33111,5.393,1046660,1079771,MAX_HOLD,20,TRENDING_DOWN,15.5,35.4,53.7,1.0,,0.5,4,12,2016,0.0,0.0,False,0.0,
91,KAUFMAN_DRY_16,DAILY,2017-01-18,2017-02-01,LONG,8417.0,8669.51,1,75,631275,650213,18938,416,18522,2.934,1079771,1098293,TP,9,TRANSITIONAL,15.2,29.2,66.2,1.0,,0.5,2,1,2017,0.0,0.0,False,0.0,
92,KAUFMAN_DRY_12,DAILY,2017-02-01,2017-02-10,LONG,8716.4,8793.55,1,75,653730,659516,5786,425,5361,0.82,1098293,1103655,TIME,7,TRANSITIONAL,14.0,34.4,71.9,1.0,,0.5,2,2,2017,0.0,0.0,False,0.0,
93,KAUFMAN_DRY_20,DAILY,2017-01-30,2017-02-15,LONG,8632.75,8724.7,1,75,647456,654352,6896,422,6475,1.0,1103655,1110129,RULE,12,TRANSITIONAL,16.7,33.5,72.7,1.0,,0.5,0,1,2017,0.0,0.0,False,0.0,
94,KAUFMAN_DRY_12,DAILY,2017-02-15,2017-02-27,LONG,8724.7,8896.7,1,75,654352,667252,12900,427,12473,1.906,1110129,1122602,TIME,7,TRANSITIONAL,14.2,37.4,62.7,1.0,,0.5,2,2,2017,0.0,0.0,False,0.0,
95,KAUFMAN_DRY_20,DAILY,2017-02-27,2017-02-28,LONG,8896.7,8879.6,1,75,667252,665970,-1283,431,-1713,-0.257,1122602,1120889,RULE,1,TRENDING_UP,13.7,38.3,68.8,1.0,,0.5,0,2,2017,0.0,0.0,False,0.0,
96,KAUFMAN_DRY_16,DAILY,2017-02-10,2017-03-06,LONG,8793.55,8963.45,1,75,659516,672259,12743,430,12312,1.867,1120889,1133201,MAX_HOLD,15,TRANSITIONAL,13.2,38.8,72.8,1.0,,0.5,4,2,2017,0.0,0.0,False,0.0,
97,KAUFMAN_DRY_20,DAILY,2017-03-06,2017-03-08,LONG,8963.45,8924.3,1,75,672259,669322,-2936,433,-3369,-0.501,1133201,1129832,RULE,2,TRENDING_UP,13.6,38.3,68.7,0.983,,0.492,0,3,2017,0.0,0.0,False,0.0,
98,KAUFMAN_DRY_12,DAILY,2017-02-28,2017-03-09,LONG,8879.6,8927.0,1,75,665970,669525,3555,431,3124,0.469,1129832,1132956,TIME,7,TRENDING_UP,13.8,37.8,66.5,0.983,,0.492,1,2,2017,0.0,0.0,False,0.0,
99,KAUFMAN_DRY_16,DAILY,2017-03-08,2017-03-30,LONG,8924.3,9173.75,1,75,669322,688031,18709,438,18271,2.73,1132956,1151226,MAX_HOLD,15,TRENDING_UP,14.1,38.3,63.5,0.983,,0.492,2,3,2017,0.0,0.0,False,0.0,
100,KAUFMAN_DRY_20,DAILY,2017-03-30,2017-04-07,LONG,9173.75,9198.3,1,75,688031,689872,1841,443,1398,0.203,1151226,1152624,RULE,5,TRENDING_UP,12.1,37.4,66.5,1.0,,0.5,3,3,2017,0.0,0.0,False,0.0,
101,GUJRAL_DRY_8,DAILY,2017-03-09,2017-04-10,LONG,8927.0,9181.45,1,75,669525,688609,19084,438,18646,2.785,1152624,1171270,MAX_HOLD,20,TRENDING_UP,14.4,37.9,63.8,1.0,,0.5,3,3,2017,0.0,0.0,False,0.0,
102,KAUFMAN_DRY_12,DAILY,2017-04-10,2017-04-20,LONG,9181.45,9136.4,1,75,688609,685230,-3379,442,-3821,-0.555,1171270,1167449,TIME,7,TRENDING_UP,11.6,37.4,60.9,1.0,,0.5,0,4,2017,0.0,0.0,False,0.0,
103,KAUFMAN_DRY_16,DAILY,2017-04-07,2017-05-02,LONG,9198.3,9313.8,1,75,689872,698535,8662,447,8216,1.191,1167449,1175665,MAX_HOLD,15,TRENDING_UP,11.7,37.9,62.9,1.0,,0.5,4,4,2017,0.0,0.0,False,0.0,
104,KAUFMAN_DRY_20,DAILY,2017-05-02,2017-05-03,LONG,9313.8,9311.95,1,75,698535,698396,-139,449,-588,-0.084,1175665,1175077,RULE,1,TRENDING_UP,11.4,37.6,63.9,1.0,,0.5,1,5,2017,0.0,0.0,False,0.0,
105,KAUFMAN_DRY_12,DAILY,2017-05-03,2017-05-12,LONG,9311.95,9400.9,1,75,698396,705068,6671,451,6220,0.891,1175077,1181298,TIME,7,TRENDING_UP,11.5,37.7,63.7,1.0,,0.5,2,5,2017,0.0,0.0,False,0.0,
106,KAUFMAN_DRY_20,DAILY,2017-05-12,2017-05-18,LONG,9400.9,9429.45,1,75,705068,707209,2141,453,1688,0.239,1181298,1182986,RULE,4,TRENDING_UP,10.6,35.7,65.0,1.0,,0.5,4,5,2017,0.0,0.0,False,0.0,
107,SCHWAGER_TREND,DAILY,2017-04-20,2017-05-26,LONG,9136.4,9595.1,1,75,685230,719632,34403,452,33951,4.955,1182986,1216937,MAX_HOLD,25,TRENDING_UP,11.6,32.5,53.4,1.0,,0.5,3,4,2017,0.0,0.0,False,0.0,
108,KAUFMAN_DRY_20,DAILY,2017-05-26,2017-06-06,LONG,9595.1,9637.15,1,75,719632,722786,3154,462,2692,0.374,1216937,1219628,RULE,7,TRENDING_UP,10.9,27.9,68.4,1.0,,0.5,4,5,2017,0.0,0.0,False,0.0,
109,KAUFMAN_DRY_16,DAILY,2017-05-18,2017-06-08,LONG,9429.45,9647.25,1,75,707209,723544,16335,459,15876,2.245,1219628,1235505,MAX_HOLD,15,TRENDING_UP,11.8,35.7,60.6,1.0,,0.5,3,5,2017,0.0,0.0,False,0.0,
110,KAUFMAN_DRY_12,DAILY,2017-06-06,2017-06-15,LONG,9637.15,9578.05,1,75,722786,718354,-4433,462,-4894,-0.677,1235505,1230611,TIME,7,TRENDING_UP,11.1,30.1,66.9,1.0,,0.5,1,6,2017,0.0,0.0,False,0.0,
111,GUJRAL_DRY_8,DAILY,2017-06-08,2017-06-23,LONG,9647.25,9574.95,1,75,723544,718121,-5422,462,-5884,-0.813,1230611,1224726,RULE,11,TRENDING_UP,11.1,31.4,66.3,1.0,,0.5,3,6,2017,0.0,0.0,False,0.0,
112,KAUFMAN_DRY_16,DAILY,2017-06-15,2017-06-27,LONG,9578.05,9511.4,1,75,718354,713355,-4999,459,-5458,-0.76,1224726,1219269,RULE,7,TRENDING_UP,11.3,28.7,55.0,0.983,,0.492,3,6,2017,0.0,0.0,False,0.0,
113,KAUFMAN_DRY_16,DAILY,2017-06-29,2017-07-03,SHORT,9504.1,9615.0,1,75,712808,721125,-8317,460,-8777,-1.231,1219269,1210492,RULE,2,TRANSITIONAL,11.4,22.3,43.7,1.0,,0.5,3,6,2017,0.0,0.0,False,0.0,
114,KAUFMAN_DRY_12,DAILY,2017-06-23,2017-07-05,LONG,9574.95,9637.6,1,75,718121,722820,4699,462,4237,0.59,1210492,1214729,TIME,7,TRENDING_UP,11.6,25.8,51.0,1.0,,0.5,4,6,2017,0.0,0.0,False,0.0,
115,KAUFMAN_DRY_20,DAILY,2017-07-03,2017-07-18,LONG,9615.0,9827.15,1,75,721125,737036,15911,467,15445,2.142,1214729,1230173,RULE,11,TRANSITIONAL,11.2,20.5,56.6,1.0,,0.5,0,7,2017,0.0,0.0,False,0.0,
116,KAUFMAN_DRY_16,DAILY,2017-07-05,2017-07-24,LONG,9637.6,9926.73,1,75,722820,744505,21685,469,21215,2.935,1230173,1251389,TP,13,RANGE_BOUND,11.1,19.7,58.8,1.0,,0.5,2,7,2017,0.0,0.0,False,0.0,
117,KAUFMAN_DRY_12,DAILY,2017-07-18,2017-07-27,LONG,9827.15,10020.55,1,75,737036,751541,14505,475,14030,1.904,1251389,1265418,TIME,7,TRENDING_UP,11.5,30.1,64.1,0.983,,0.492,1,7,2017,0.0,0.0,False,0.0,
118,KAUFMAN_DRY_20,DAILY,2017-07-24,2017-07-28,LONG,9966.4,10014.5,1,75,747480,751088,3608,478,3129,0.419,1265418,1268547,RULE,4,TRENDING_UP,11.3,30.0,70.9,1.0,,0.5,0,7,2017,0.0,0.0,False,0.0,
119,KAUFMAN_DRY_12,DAILY,2017-07-28,2017-08-08,LONG,10014.5,9978.55,1,75,751088,748391,-2696,478,-3175,-0.423,1268547,1265373,TIME,7,TRENDING_UP,11.1,32.3,72.7,1.0,,0.5,4,7,2017,0.0,0.0,False,0.0,
120,GUJRAL_DRY_8,DAILY,2017-08-08,2017-08-09,LONG,9978.55,9908.05,1,75,748391,743104,-5288,476,-5763,-0.77,1265373,1259609,RULE,1,TRENDING_UP,12.8,30.6,56.6,1.0,,0.5,1,8,2017,0.0,0.0,False,0.0,
121,KAUFMAN_DRY_16,DAILY,2017-07-27,2017-08-10,LONG,10020.55,9820.25,1,75,751541,736519,-15022,475,-15497,-2.062,1259609,1244112,RULE,10,TRENDING_UP,11.2,32.3,73.6,1.0,,0.5,3,7,2017,0.0,0.0,False,0.0,
122,SCHWAGER_TREND,DAILY,2017-08-10,2017-08-11,LONG,9820.25,9710.8,1,75,736519,728310,-8209,468,-8677,-1.178,1244112,1235435,RULE,1,TRENDING_UP,13.8,28.2,43.0,1.0,,0.5,3,8,2017,0.0,0.0,False,0.0,
123,KAUFMAN_DRY_12,DAILY,2017-08-09,2017-08-21,LONG,9908.05,9754.35,1,75,743104,731576,-11527,471,-11999,-1.615,1235435,1223437,TIME,7,TRENDING_UP,13.4,28.7,49.9,0.983,,0.492,2,8,2017,0.0,0.0,False,0.0,
124,GAMMA_SQUEEZE,STRUCTURAL,2017-08-21,2017-09-01,SHORT,9754.35,9949.44,1,75,731576,746208,-14632,472,-15104,-2.065,1223437,1208333,SL,8,TRANSITIONAL,14.8,23.8,41.8,1.0,"VIX_TRANSMISSION=1.00(NEUTRAL), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.71,0,8,2017,0.02,2.35,True,0.42,WEAK
125,KAUFMAN_DRY_20,DAILY,2017-08-23,2017-08-29,LONG,9852.5,9796.05,1,75,738938,734704,-4234,471,-4705,-0.637,1208333,1203628,RULE,3,TRANSITIONAL,13.2,22.8,49.2,1.0,,0.5,2,8,2017,0.0,0.0,False,0.0,
126,KAUFMAN_DRY_16,DAILY,2017-08-14,2017-09-01,SHORT,9794.15,9974.4,1,75,734561,748080,-13519,474,-13992,-1.905,1203628,1189636,RULE,12,TRENDING_UP,14.4,28.0,43.5,1.0,,0.5,0,8,2017,0.0,0.0,False,0.0,
127,KAUFMAN_DRY_12,DAILY,2017-08-22,2017-09-01,SHORT,9765.55,9960.86,1,75,732416,747065,-14648,473,-15121,-2.065,1189636,1174514,SL,7,TRANSITIONAL,14.1,23.4,42.7,0.983,,0.492,1,8,2017,0.0,0.0,False,0.0,
128,KAUFMAN_DRY_20,DAILY,2017-08-31,2017-09-06,LONG,9917.9,9916.2,1,75,743842,743715,-127,475,-602,-0.081,1174514,1173912,RULE,4,RANGE_BOUND,11.9,19.0,53.4,1.0,,0.5,3,8,2017,0.0,0.0,False,0.0,
129,GUJRAL_DRY_8,DAILY,2017-08-31,2017-09-22,LONG,9917.9,9964.4,1,75,743842,747330,3488,476,3011,0.405,1173912,1176924,RULE,16,RANGE_BOUND,11.9,19.0,53.4,1.0,,0.5,3,8,2017,0.0,0.0,False,0.0,
130,KAUFMAN_DRY_16,DAILY,2017-09-06,2017-09-25,LONG,9916.2,9872.6,1,75,743715,740445,-3270,474,-3744,-0.503,1176924,1173180,RULE,13,RANGE_BOUND,13.1,15.8,52.2,1.0,,0.5,2,9,2017,0.0,0.0,False,0.0,
131,KAUFMAN_DRY_16,DAILY,2017-09-27,2017-10-06,SHORT,9735.75,9930.47,1,75,730181,744785,-14604,472,-15075,-2.065,1173180,1158104,SL,6,RANGE_BOUND,13.9,19.6,33.7,1.0,,0.5,2,9,2017,0.0,0.0,False,0.0,
132,KAUFMAN_DRY_12,DAILY,2017-09-28,2017-10-06,SHORT,9768.95,9964.33,1,75,732671,747325,-14653,473,-15126,-2.065,1158104,1142978,SL,5,TRANSITIONAL,13.2,21.2,36.7,1.0,,0.5,3,9,2017,0.0,0.0,False,0.0,
133,KAUFMAN_DRY_20,DAILY,2017-10-04,2017-10-19,LONG,9914.9,10146.55,1,75,743618,760991,17374,480,16894,2.272,1142978,1159872,RULE,11,TRANSITIONAL,11.8,21.0,48.9,1.0,,0.5,2,10,2017,0.0,0.0,False,0.0,
134,KAUFMAN_DRY_16,DAILY,2017-10-19,2017-11-03,LONG,10146.55,10450.95,1,75,760991,783821,22830,492,22338,2.935,1159872,1182210,TP,10,RANGE_BOUND,12.4,15.3,59.2,1.0,,0.5,3,10,2017,0.0,0.0,False,0.0,
135,GUJRAL_DRY_8,DAILY,2017-10-06,2017-11-06,LONG,9979.7,10451.8,1,75,748478,783885,35407,488,34919,4.665,1182210,1217129,MAX_HOLD,20,RANGE_BOUND,11.1,19.1,53.7,1.0,,0.5,4,10,2017,0.0,0.0,False,0.0,
136,KAUFMAN_DRY_20,DAILY,2017-11-03,2017-11-07,LONG,10452.5,10350.15,1,75,783938,776261,-7676,496,-8172,-1.042,1217129,1208957,RULE,2,TRANSITIONAL,11.9,22.1,71.1,1.0,,0.5,4,11,2017,0.0,0.0,False,0.0,
137,KAUFMAN_DRY_12,DAILY,2017-11-06,2017-11-13,LONG,10451.8,10242.76,1,75,783885,768207,-15678,493,-16171,-2.063,1208957,1192786,SL,5,TRANSITIONAL,13.0,23.3,71.0,1.0,,0.5,0,11,2017,0.0,0.0,False,0.0,
138,KAUFMAN_DRY_16,DAILY,2017-11-07,2017-11-15,LONG,10350.15,10143.15,1,75,776261,760736,-15525,489,-16014,-2.063,1192786,1176772,SL,6,TRANSITIONAL,13.2,23.0,60.1,1.0,,0.5,1,11,2017,0.0,0.0,False,0.0,
139,KAUFMAN_DRY_20,DAILY,2017-11-17,2017-11-30,LONG,10283.6,10226.55,1,75,771270,766991,-4279,489,-4768,-0.618,1176772,1172004,RULE,9,RANGE_BOUND,13.7,17.4,53.8,1.0,,0.5,4,11,2017,0.0,0.0,False,0.0,
140,KAUFMAN_DRY_16,DAILY,2017-11-17,2017-11-30,LONG,10283.6,10226.55,1,75,771270,766991,-4279,489,-4768,-0.618,1172004,1167235,RULE,9,RANGE_BOUND,13.7,17.4,53.8,1.0,,0.5,4,11,2017,0.0,0.0,False,0.0,
141,SIP_FLOW,STRUCTURAL,2017-12-01,2017-12-15,LONG,10121.8,10333.25,1,75,759135,774994,15859,489,15370,2.025,1167235,1182606,MAX_HOLD,10,RANGE_BOUND,14.8,16.5,38.0,1.0,"VIX_TRANSMISSION=1.00(NEUTRAL), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.77,4,12,2017,2.48,0.87,True,0.54,MODERATE
142,KAUFMAN_DRY_12,DAILY,2017-12-06,2017-12-08,SHORT,10044.1,10244.98,1,75,753308,768374,-15066,485,-15551,-2.064,1182606,1167055,SL,2,TRANSITIONAL,15.1,20.1,33.5,0.983,,0.492,2,12,2017,0.0,0.0,False,0.0,
143,KAUFMAN_DRY_16,DAILY,2017-12-04,2017-12-11,SHORT,10127.75,10322.25,1,75,759581,774169,-14588,488,-15076,-1.985,1167055,1151979,RULE,5,RANGE_BOUND,14.9,17.5,38.6,0.983,,0.492,0,12,2017,0.0,0.0,False,0.0,
144,KAUFMAN_DRY_20,DAILY,2017-12-08,2017-12-13,LONG,10265.65,10192.95,1,75,769924,764471,-5452,488,-5941,-0.772,1151979,1146038,RULE,3,RANGE_BOUND,13.7,18.9,52.2,1.0,,0.5,4,12,2017,0.0,0.0,False,0.0,
145,KAUFMAN_DRY_16,DAILY,2017-12-13,2017-12-15,SHORT,10192.95,10333.25,1,75,764471,774994,-10522,490,-11013,-1.441,1146038,1135025,RULE,2,RANGE_BOUND,15.9,16.5,46.9,1.0,,0.5,2,12,2017,0.0,0.0,False,0.0,
146,BULKOWSKI_ADAM_EVE,DAILY,2017-12-06,2017-12-19,LONG,10044.1,10463.2,1,75,753308,784740,31433,490,30943,4.108,1135025,1165968,RULE,9,TRANSITIONAL,15.1,20.1,33.5,0.983,,0.492,2,12,2017,0.0,0.0,False,0.0,
147,KAUFMAN_DRY_20,DAILY,2017-12-15,2017-12-28,LONG,10333.25,10477.9,1,75,774994,785842,10849,496,10353,1.336,1165968,1176320,RULE,8,RANGE_BOUND,14.9,15.3,55.9,0.983,,0.492,4,12,2017,0.0,0.0,False,0.0,
148,KAUFMAN_DRY_16,DAILY,2017-12-19,2018-01-10,LONG,10463.2,10632.2,1,75,784740,797415,12675,502,12173,1.551,1176320,1188493,MAX_HOLD,15,RANGE_BOUND,12.2,16.5,62.6,1.0,,0.5,1,12,2017,0.0,0.0,False,0.0,
149,GUJRAL_DRY_8,DAILY,2017-12-28,2018-01-25,LONG,10477.9,11069.65,1,75,785842,830224,44381,513,43869,5.582,1188493,1232362,MAX_HOLD,20,RANGE_BOUND,12.3,15.6,60.6,1.0,,0.5,3,12,2017,0.0,0.0,False,0.0,
150,KAUFMAN_DRY_20,DAILY,2018-01-10,2018-01-30,LONG,10632.2,11049.65,1,75,797415,828724,31309,515,30793,3.862,1232362,1263155,RULE,13,RANGE_BOUND,14.0,14.1,67.0,1.0,,0.5,2,1,2018,0.0,0.0,False,0.0,
151,KAUFMAN_DRY_16,DAILY,2018-01-25,2018-02-02,LONG,11069.65,10848.26,1,75,830224,813619,-16604,520,-17124,-2.063,1263155,1246031,SL,5,TRENDING_UP,17.5,27.8,80.5,1.0,,0.5,3,1,2018,0.0,0.0,False,0.0,
152,KAUFMAN_DRY_12,DAILY,2018-01-30,2018-02-02,LONG,11049.65,10828.66,1,75,828724,812149,-16574,519,-17093,-2.063,1246031,1228938,SL,3,TRENDING_UP,16.4,30.8,72.9,1.0,,0.5,1,1,2018,0.0,0.0,False,0.0,
153,SCHWAGER_TREND,DAILY,2018-02-02,2018-02-06,LONG,10760.6,10545.39,1,75,807045,790904,-16141,506,-16647,-2.063,1228938,1212291,SL,2,TRENDING_UP,15.2,28.0,48.4,1.0,,0.5,4,2,2018,0.0,0.0,False,0.0,
154,KAUFMAN_DRY_12,DAILY,2018-02-05,2018-02-15,LONG,10666.55,10545.5,1,75,799991,790912,-9079,504,-9583,-1.198,1212291,1202707,TIME,7,TRENDING_UP,16.0,27.6,43.2,1.0,,0.5,0,2,2018,0.0,0.0,False,0.0,
155,KAUFMAN_DRY_12,DAILY,2018-02-16,2018-02-27,SHORT,10452.3,10554.3,1,75,783922,791572,-7650,500,-8150,-1.04,1202707,1194557,TIME,7,TRANSITIONAL,16.4,30.1,39.0,1.0,,0.5,4,2,2018,0.0,0.0,False,0.0,
156,KAUFMAN_DRY_16,DAILY,2018-02-06,2018-02-28,SHORT,10498.25,10492.85,1,75,787369,786964,405,500,-95,-0.012,1194557,1194462,MAX_HOLD,15,HIGH_VOL_TRENDING,20.0,28.7,35.8,1.0,,0.5,1,2,2018,0.0,0.0,False,0.0,
157,KAUFMAN_DRY_20,DAILY,2018-02-23,2018-03-01,LONG,10491.05,10458.35,1,75,786829,784376,-2452,499,-2951,-0.375,1194462,1191511,RULE,4,TRANSITIONAL,14.2,31.7,44.8,1.0,,0.5,4,2,2018,0.0,0.0,False,0.0,
158,KAUFMAN_DRY_12,DAILY,2018-02-28,2018-03-07,SHORT,10492.85,10178.06,1,75,786964,763355,23609,493,23116,2.937,1191511,1214627,TP,4,TRANSITIONAL,13.8,27.3,45.3,1.0,,0.5,2,2,2018,0.0,0.0,False,0.0,
159,GUJRAL_DRY_8,DAILY,2018-03-12,2018-03-15,LONG,10421.4,10360.15,1,75,781605,777011,-4594,495,-5089,-0.651,1214627,1209538,RULE,3,TRANSITIONAL,14.5,27.6,48.0,1.0,,0.5,0,3,2018,0.0,0.0,False,0.0,
160,KAUFMAN_DRY_20,DAILY,2018-03-12,2018-03-16,LONG,10421.4,10212.97,1,75,781605,765973,-15632,492,-16124,-2.063,1209538,1193414,SL,4,TRANSITIONAL,14.5,27.6,48.0,1.0,,0.5,0,3,2018,0.0,0.0,False,0.0,
161,KAUFMAN_DRY_12,DAILY,2018-03-08,2018-03-19,SHORT,10242.65,10094.25,1,75,768199,757069,11130,486,10644,1.386,1193414,1204058,TIME,7,TRANSITIONAL,14.6,28.5,37.1,1.0,,0.5,3,3,2018,0.0,0.0,False,0.0,
162,GAMMA_SQUEEZE,STRUCTURAL,2018-03-19,2018-04-04,SHORT,10094.25,10128.4,1,75,757069,759630,-2561,483,-3045,-0.402,1204058,1201014,MAX_HOLD,10,TRANSITIONAL,15.8,25.1,34.0,0.983,"VIX_TRANSMISSION=0.95(BEARISH), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.698,0,3,2018,1.41,1.84,True,0.42,WEAK
163,KAUFMAN_DRY_16,DAILY,2018-03-05,2018-03-23,SHORT,10358.85,10048.08,1,75,776914,753606,23307,487,22821,2.937,1201014,1223834,TP,14,TRANSITIONAL,15.4,26.4,38.7,1.0,,0.5,0,3,2018,0.0,0.0,False,0.0,
164,KAUFMAN_DRY_12,DAILY,2018-03-20,2018-04-02,SHORT,10124.35,10211.8,1,75,759326,765885,-6559,486,-7045,-0.928,1223834,1216790,TIME,7,TRANSITIONAL,15.6,25.9,36.0,1.0,,0.5,1,3,2018,0.0,0.0,False,0.0,
165,KAUFMAN_DRY_20,DAILY,2018-03-27,2018-04-04,LONG,10184.15,10128.4,1,75,763811,759630,-4181,485,-4666,-0.611,1216790,1212123,RULE,4,TRANSITIONAL,15.6,26.1,43.8,1.0,,0.5,1,3,2018,0.0,0.0,False,0.0,
166,KAUFMAN_DRY_16,DAILY,2018-03-27,2018-04-10,SHORT,10184.15,10387.83,1,75,763811,779087,-15276,491,-15767,-2.064,1212123,1196356,SL,8,TRANSITIONAL,15.6,26.1,43.8,1.0,,0.5,1,3,2018,0.0,0.0,False,0.0,
167,KAUFMAN_DRY_12,DAILY,2018-04-03,2018-04-12,SHORT,10245.0,10449.9,1,75,768375,783742,-15367,494,-15861,-2.064,1196356,1180495,SL,7,TRANSITIONAL,15.2,23.5,48.1,1.0,,0.5,1,4,2018,0.0,0.0,False,0.0,
168,BULKOWSKI_ADAM_EVE,DAILY,2018-03-23,2018-04-16,LONG,9998.05,10528.35,1,75,749854,789626,39773,490,39282,5.239,1180495,1219777,RULE,14,TRANSITIONAL,15.6,27.1,32.1,1.0,,0.5,4,3,2018,0.0,0.0,False,0.0,
169,KAUFMAN_DRY_20,DAILY,2018-04-16,2018-04-25,LONG,10528.35,10570.55,1,75,789626,792791,3165,502,2663,0.337,1219777,1222439,RULE,7,RANGE_BOUND,14.3,14.8,61.7,1.0,,0.5,0,4,2018,0.0,0.0,False,0.0,
170,GUJRAL_DRY_8,DAILY,2018-04-05,2018-05-04,LONG,10325.15,10618.25,1,75,774386,796369,21983,499,21483,2.774,1222439,1243923,MAX_HOLD,20,TRANSITIONAL,14.8,21.8,52.3,1.0,,0.5,3,4,2018,0.0,0.0,False,0.0,
171,KAUFMAN_DRY_16,DAILY,2018-04-25,2018-05-17,LONG,10570.55,10682.7,1,75,792791,801202,8411,506,7906,0.997,1243923,1251828,MAX_HOLD,15,RANGE_BOUND,12.4,13.3,61.1,1.0,,0.5,2,4,2018,0.0,0.0,False,0.0,
172,GUJRAL_DRY_13,DAILY,2018-05-04,2018-05-18,LONG,10618.25,10596.4,1,75,796369,794730,-1639,505,-2143,-0.269,1251828,1249685,TIME,10,RANGE_BOUND,13.2,16.6,57.9,1.0,,0.5,4,5,2018,0.0,0.0,False,0.0,
173,KAUFMAN_DRY_12,DAILY,2018-05-17,2018-05-23,LONG,10682.7,10469.05,1,75,801202,785178,-16024,503,-16527,-2.063,1249685,1233158,SL,4,TRANSITIONAL,13.4,21.7,54.5,1.0,,0.5,3,5,2018,0.0,0.0,False,0.0,
174,KAUFMAN_DRY_16,DAILY,2018-05-21,2018-05-28,SHORT,10516.7,10688.65,1,75,788752,801649,-12896,505,-13401,-1.699,1233158,1219757,RULE,5,RANGE_BOUND,14.4,19.6,41.9,0.983,,0.492,0,5,2018,0.0,0.0,False,0.0,
175,GUJRAL_DRY_8,DAILY,2018-05-28,2018-05-29,LONG,10688.65,10633.3,1,75,801649,797498,-4151,507,-4658,-0.581,1219757,1215099,RULE,1,RANGE_BOUND,13.1,17.6,55.7,1.0,,0.5,0,5,2018,0.0,0.0,False,0.0,
176,KAUFMAN_DRY_20,DAILY,2018-05-28,2018-06-04,LONG,10688.65,10628.5,1,75,801649,797138,-4511,507,-5018,-0.626,1215099,1210081,RULE,5,RANGE_BOUND,13.1,17.6,55.7,1.0,,0.5,0,5,2018,0.0,0.0,False,0.0,
177,KAUFMAN_DRY_20,DAILY,2018-06-06,2018-06-15,LONG,10684.65,10817.7,1,75,801349,811328,9979,511,9468,1.181,1210081,1219548,RULE,7,RANGE_BOUND,12.6,12.9,53.9,1.0,,0.5,2,6,2018,0.0,0.0,False,0.0,
178,KAUFMAN_DRY_16,DAILY,2018-05-31,2018-06-21,LONG,10736.15,10741.1,1,75,805211,805582,371,510,-139,-0.017,1219548,1219409,MAX_HOLD,15,RANGE_BOUND,13.2,15.5,57.8,1.0,,0.5,3,5,2018,0.0,0.0,False,0.0,
179,KAUFMAN_DRY_20,DAILY,2018-06-22,2018-06-25,LONG,10821.85,10762.45,1,75,811639,807184,-4455,513,-4968,-0.612,1219409,1214442,RULE,1,RANGE_BOUND,12.0,11.9,57.6,1.0,,0.5,4,6,2018,0.0,0.0,False,0.0,
180,GUJRAL_DRY_8,DAILY,2018-06-15,2018-06-27,LONG,10817.7,10671.4,1,75,811328,800355,-10973,510,-11483,-1.415,1214442,1202959,RULE,8,RANGE_BOUND,12.1,15.0,59.4,1.0,,0.5,4,6,2018,0.0,0.0,False,0.0,
181,KAUFMAN_DRY_16,DAILY,2018-06-25,2018-06-28,LONG,10762.45,10589.1,1,75,807184,794182,-13001,507,-13509,-1.674,1202959,1189450,RULE,3,RANGE_BOUND,12.6,11.5,52.8,0.983,,0.492,0,6,2018,0.0,0.0,False,0.0,
182,GUJRAL_DRY_8,DAILY,2018-07-04,2018-07-05,LONG,10769.9,10749.75,1,75,807742,806231,-1511,511,-2022,-0.25,1189450,1187427,RULE,1,RANGE_BOUND,12.7,11.4,53.7,1.0,,0.5,2,7,2018,0.0,0.0,False,0.0,
183,KAUFMAN_DRY_16,DAILY,2018-07-02,2018-07-09,SHORT,10657.3,10852.9,1,75,799298,813968,-14670,511,-15181,-1.899,1187427,1172246,RULE,5,RANGE_BOUND,13.4,12.2,46.6,1.0,,0.5,0,7,2018,0.0,0.0,False,0.0,
184,KAUFMAN_DRY_20,DAILY,2018-07-04,2018-07-16,LONG,10769.9,10936.85,1,75,807742,820264,12521,516,12006,1.486,1172246,1184252,RULE,8,RANGE_BOUND,12.7,11.4,53.7,1.0,,0.5,2,7,2018,0.0,0.0,False,0.0,
185,GUJRAL_DRY_13,DAILY,2018-07-09,2018-07-23,LONG,10852.9,11084.75,1,75,813968,831356,17389,521,16868,2.072,1184252,1201120,TIME,10,RANGE_BOUND,12.4,10.6,58.5,1.0,,0.5,0,7,2018,0.0,0.0,False,0.0,
